hospital_id,Hospital_address,physician_id,Speciality,INSURANCE_provider_name,insurance_provider_id,good_bad_data
HSID00128271,"1234 Oak Ave, San Diego CA 92109",PHY05320,cardiologist,Aetna,PID5112,bad
HSID00128272,"123 Main St, San Francisco, CA 94114",PHY05321,endocrinologist,Bluecross,PID5142,bad
HSID00128273,"5678 Pine St, Fivetown, USA",PHY05322,neurologist,Cigna,PID5122,bad
HSID00128274,"3210 Pine St, Anytown, USA",PHY05323,cardiologist,Bluecross,PID5142,bad
HSID00128275,"9012 Oak St, Chicago, IL 60601",PHY05324,cardiologist,Cigna,PID5122,bad
HSID00128276,"4567 Oak Ave, Los Angeles, CA 90012",PHY05325,cardiologist,Aetna,PID5112,bad
HSID00128277,"789 Oak St, Chicago, IL 60601",PHY05326,neurologist,Medicare,PID5132,bad
HSID00128278,"3456 Pine St, Anytown, USA",PHY05327,cardiologist,Medicare,PID5132,bad
HSID00128279,"3210 Pine St, Seattle, WA 98101",PHY05328,uralogist,Aetna,PID5112,bad
HSID00128280,"3456 Oak Ave, Los Angeles, CA 90012",PHY05329,cardiologist,Cigna,PID5122,bad
HSID00128281,"7890 Birch St, Houston, TX 77001",PHY05330,cardiologist,Bluecross,PID5142,bad
HSID00128282,"5678 Oak St, Los Angeles, CA 90001",PHY05331,cardiologist,Bluecross,PID5142,bad
HSID00128283,"5678 Maple Ave, Chicago, IL",PHY05332,neurologist,Cigna,PID5122,bad
HSID00128284,"1234 Elm St, Atlanta, GA 30303",PHY05333,endocrinologist,Medicare,PID5132,bad
HSID00128285,"9876 Maple Rd, Seattle, WA 98101",PHY05334,endocrinologist,Bluecross,PID5142,bad
HSID00128286,"7890 Birch St, Atlanta, GA 30303",PHY05335,neurologist,Cigna,PID5122,bad
HSID00128287,"1012 Pine St, Chicago, IL 60601",PHY05336,uralogist,Cigna,PID5122,bad
HSID00128288,"7890 Pine St, New York NY 10001",PHY05337,cardiologist,Medicare,PID5132,bad
HSID00128289,"1234 Oak Ave, San Diego CA 92109",PHY05338,uralogist,Aetna,PID5112,bad
HSID00128290,"123 Main St, Anytown USA 12345",PHY05339,endocrinologist,Bluecross,PID5142,bad
HSID00128291,"7890 Pine St, New York, NY 10001",PHY05340,cardiologist,Aetna,PID5112,bad
HSID00128292,"5678 Oak Ave, New York, NY 10001",PHY05341,uralogist,Bluecross,PID5142,bad
HSID00128293,"789 Oak St, Chicago, IL 60601",PHY05342,cardiologist,Aetna,PID5112,bad
HSID00128294,"456 Elm St, Anytown, USA",PHY05343,endocrinologist,Cigna,PID5122,bad
HSID00128295,"1234 Elm St, Atlanta, GA 30303",PHY05344,cardiologist,Cigna,PID5122,bad
HSID00128296,"5678 Oak Ave, Miami, FL 33109",PHY05345,uralogist,Aetna,PID5112,bad
HSID00128297,"567 Maple St, Newtown2, USA",PHY05346,oncologist,Bluecross,PID5142,bad
HSID00128298,"246 Walnut St, Chicago, IL 60601",PHY05347,uralogist,Aetna,PID5112,bad
HSID00128299,"7890 Maple St, New York, NY 10005",PHY05348,neurologist,Bluecross,PID5142,bad
HSID00128300,"101 Maple St, Anytown, USA",PHY05349,oncologist,UnitedHealthcare,PID5192,bad
HSID00128301,"1012 Pine St, Chicago, IL 60601",PHY05350,uralogist,Cigna,PID5122,bad
HSID00128302,"7654 Cedar Rd, Denver, CO 80206",PHY05351,neurologist,BlueCross,PID5142,bad
HSID00128303,"9876 Maple St, Chicago, IL 60601",PHY05352,uralogist,Bluecross,PID5142,bad
HSID00128304,"246 Walnut St, Chicago, IL 60601",PHY05353,neurologist,Unitedhealthcare,PID5192,bad
HSID00128305,"456 Pine St, Los Angeles, CA 90001, USA",PHY05354,neurologist,Medicare,PID5132,bad
HSID00128306,"9012 Oak Rd, Anytown, USA",PHY05355,cardiologist,Bluecross,PID5142,bad
HSID00128307,"789 Oak St, Newtown, USA",PHY05356,neurologist,Medicare,PID5132,bad
HSID00128308,"321 Elm St, San Francisco CA 94109",PHY05357,uralogist,Aetna,PID5112,bad
HSID00128309,"6789 Elm St, Othertown, USA",PHY05358,neurologist,Aetna,PID5112,bad
HSID00128310,"5678 Oak St, New York, NY 10001",PHY05359,cardiologist,Cigna,PID5122,bad
HSID00128311,"3456 Elm St, Miami, FL 33101",PHY05360,cardiologist,BlueCross,PID5142,bad
HSID00128312,"456 Elm St, Othertown, USA",PHY05361,cardiologist,Medicare,PID5132,bad
HSID00128313,"101 Maple Ave, Anytown USA 45678",PHY05362,cardiologist,Bluecross,PID5142,bad
HSID00128314,"789 Oak St, Chicago, IL 60601",PHY05363,cardiologist,Aetna,PID5112,bad
HSID00128315,"3456 Oak St, Threetown, USA",PHY05364,uralogist,Cigna,PID5122,bad
HSID00128316,"321 Elm St, San Francisco CA 94109",PHY05365,cardiologist,Cigna,PID5122,bad
HSID00128317,"246 Pine St, Seattle, WA 98101",PHY05366,cardiologist,Bluecross,PID5142,bad
HSID00128318,"456 Elm St, Othertown, USA",PHY05367,cardiologist,Medicare,PID5132,bad
HSID00128319,"7654 Cedar Rd, Denver, CO 80206",PHY05368,oncologist,Medicare,PID5132,bad
HSID00128320,"9876 Maple Rd, Seattle, WA 98101",PHY05369,endocrinologist,Bluecross,PID5142,bad
HSID00128321,"1234 Elm St, Atlanta, GA 30303",PHY05370,endocrinologist,Cigna,PID5122,bad
HSID00128322,"123 Main St, Anytown USA 12345",PHY05371,oncologist,Cigna,PID5122,bad
HSID00128323,"1234 Maple St, Anytown, USA",PHY05372,cardiologist,BlueCross BlueShield,PID5142,bad
HSID00128324,"246 Pine St, Seattle, WA 98101",PHY05373,uralogist,Aetna,PID5112,bad
HSID00128325,"789 Oak St, Los Angeles, CA 90013",PHY05374,oncologist,Cigna,PID5122,bad
HSID00128326,"4567 Oak Ave, Los Angeles, CA 90012",PHY05375,endocrinologist,Cigna,PID5122,bad
HSID00128327,"321 Elm St, San Francisco CA 94109",PHY05376,endocrinologist,Aetna,PID5112,bad
HSID00128328,"1234 Oak St, Los Angeles, CA",PHY05377,cardiologist,Aetna,PID5112,bad
HSID00128329,"1234 Pine St, Othernewtown, USA",PHY05378,oncologist,Cigna,PID5122,bad
HSID00128330,"789 Oak St, Chicago, IL 60601",PHY05379,endocrinologist,Aetna,PID5112,bad
HSID00128331,"1234 Pine St, Othernewtown, USA",PHY05380,endocrinologist,Cigna,PID5122,bad
HSID00128332,"1357 Elm St, Seattle WA 98101",PHY05381,cardiologist,Aetna,PID5112,bad
HSID00128333,"5678 Maple Ave, Chicago, IL",PHY05382,uralogist,Cigna,PID5122,bad
HSID00128334,"7890 Maple St, New York, NY 10005",PHY05383,cardiologist,Bluecross,PID5142,bad
HSID00128335,"9012 Oak St, Anytown, USA",PHY05384,cardiologist,Bluecross,PID5142,bad
HSID00128336,"7890 Maple St, Fourtown, USA",PHY05385,neurologist,Bluecross,PID5142,bad
HSID00128337,"789 Oak St, Newtown, USA",PHY05386,cardiologist,BlueCross BlueShield,PID5142,bad
HSID00128338,"1234 Elm St, Los Angeles, CA 90001",PHY05387,endocrinologist,Cigna,PID5122,bad
HSID00128339,"9012 Oak St, Chicago, IL 60601",PHY05388,uralogist,Medicare,PID5132,bad
HSID00128340,"789 Pine St, Anytown USA 34567",PHY05389,neurologist,Cigna,PID5122,bad
HSID00128341,"7890 Maple St, New York, NY 10005",PHY05390,endocrinologist,Cigna,PID5122,bad
HSID00128342,"123 Main St, San Francisco, CA 94114",PHY05391,uralogist,Cigna,PID5122,bad
HSID00128343,"9876 Maple Rd, Seattle, WA 98101",PHY05392,oncologist,Unitedhealthcare,PID5192,bad
HSID00128344,"7890 Pine St, New York NY 10001",PHY05393,oncologist,Bluecross,PID5142,bad
HSID00128345,"1234 Oak St, Los Angeles, CA",PHY05394,uralogist,Medicare,PID5132,bad
HSID00128346,"456 Maple St, Los Angeles CA 90001",PHY05395,endocrinologist,Unitedhealthcare,PID5192,bad
HSID00128347,"1234 Maple St, Los Angeles, CA 90001",PHY05396,neurologist,Aetna,PID5112,bad
HSID00128348,"5678 Maple Ave, Anytown, USA",PHY05397,endocrinologist,Unitedhealthcare,PID5192,bad
HSID00128349,"1234 Oak St, Los Angeles, CA",PHY05398,endocrinologist,BlueCross BlueShield,PID5142,bad
HSID00128350,"5678 Oak St, Los Angeles, CA 90001",PHY05399,neurologist,Cigna,PID5122,bad
HSID00128351,"135 Elm St, Boston, MA 02115",PHY05400,cardiologist,Cigna,PID5122,bad
HSID00128352,"1234 Maple St, Los Angeles, CA 90001",PHY05401,oncologist,Medicare,PID5132,bad
HSID00128353,"123 Main St, New York, NY 10001",PHY05402,oncologist,Cigna,PID5122,bad
HSID00128354,"321 Pine St, Otherville USA",PHY05403,endocrinologist,Bluecross,PID5142,bad
HSID00128355,"9012 Pine St, Chicago, IL 60601",PHY05404,neurologist,Unitedhealthcare,PID5192,bad
HSID00128356,"3456 Oak Ave, Los Angeles, CA 90012",PHY05405,uralogist,UnitedHealthcare,PID5192,bad
HSID00128357,"7890 Pine St, Seattle, WA 98101",PHY05406,cardiologist,Bluecross,PID5142,bad
HSID00128358,"456 Maple St, Los Angeles CA 90001",PHY05407,neurologist,BlueCross BlueShield,PID5142,bad
HSID00128359,"1234 Main St, Anytown, USA",PHY05408,endocrinologist,Bluecross,PID5142,bad
HSID00128360,"456 Oak St, Miami, FL 33101",PHY05409,cardiologist,Bluecross,PID5142,bad
HSID00128361,"5678 Oak Ave, New York, NY 10001",PHY05410,uralogist,Bluecross,PID5142,bad
HSID00128362,"1234 Main St, San Francisco, CA 94114",PHY05411,oncologist,Cigna,PID5122,bad
HSID00128363,"9012 Oak Rd, Anytown, USA",PHY05412,endocrinologist,Bluecross,PID5142,bad
HSID00128364,"5678 Oak Ave, Miami, FL 33109",PHY05413,uralogist,Bluecross,PID5142,bad
HSID00128365,"9876 Maple St, Chicago, IL 60601",PHY05414,oncologist,Bluecross,PID5142,bad
HSID00128366,"3210 Pine St, Seattle, WA 98101",PHY05415,neurologist,UnitedHealthcare,PID5192,bad
HSID00128367,"1234 Oak St, Los Angeles, CA 90001",PHY05416,uralogist,BlueCross BlueShield,PID5142,bad
HSID00128368,"5678 Pine St, Fivetown, USA",PHY05417,neurologist,Cigna,PID5122,bad
HSID00128369,"3210 Pine St, Seattle, WA 98101",PHY05418,neurologist,Bluecross,PID5142,bad
HSID00128370,"456 Elm St, Othertown, USA",PHY05419,neurologist,UnitedHealthcare,PID5192,bad
HSID00128371,"456 Oak St, Otherville USA",PHY05420,neurologist,Unitedhealthcare,PID5192,bad
HSID00128372,"135 Elm St, Boston, MA 02115",PHY05421,uralogist,Unitedhealthcare,PID5192,bad
HSID00128373,"321 Elm St, San Francisco CA 94109",PHY05422,endocrinologist,Bluecross,PID5142,bad
HSID00128374,"3456 Oak Ave, Los Angeles, CA 90012",PHY05423,cardiologist,Unitedhealthcare,PID5192,bad
HSID00128375,"5678 Oak Ave, Miami, FL 33109",PHY05424,endocrinologist,Medicare,PID5132,bad
HSID00128376,"1234 Elm St, Anytown, USA",PHY05425,endocrinologist,Aetna,PID5112,bad
HSID00128377,"3210 Cedar St, Houston, TX 77006",PHY05426,neurologist,Unitedhealthcare,PID5192,bad
HSID00128378,"9012 Oak St, Chicago, IL 60601",PHY05427,uralogist,Bluecross,PID5142,bad
HSID00128379,"123 Main St, San Francisco, CA 94114",PHY05428,neurologist,Aetna,PID5112,bad
HSID00128380,"567 Maple St, Newtown2, USA",PHY05429,oncologist,Bluecross,PID5142,bad
HSID00128381,"456 Maple St, Los Angeles CA 90001",PHY05430,uralogist,Cigna,PID5122,bad
HSID00128382,"5678 Maple Ave, Chicago, IL",PHY05431,oncologist,Medicare,PID5132,bad
HSID00128383,"246 Walnut St, Chicago, IL 60601",PHY05432,oncologist,Bluecross,PID5142,bad
HSID00128384,"789 Oak St, Chicago, IL 60601",PHY05433,neurologist,Aetna,PID5112,bad
HSID00128385,"456 Maple St, Los Angeles CA 90001",PHY05434,uralogist,Bluecross,PID5142,bad
HSID00128386,"5678 Oak St, Los Angeles, CA 90001",PHY05435,cardiologist,Cigna,PID5122,bad
HSID00128387,"1234 Maple St, Anytown, USA",PHY05436,neurologist,Aetna,PID5112,bad
HSID00128388,"789 Pine St, Anytown USA 34567",PHY05437,oncologist,Bluecross,PID5142,bad
HSID00128389,"1234 Maple St, Anytown, USA",PHY05438,uralogist,Bluecross,PID5142,bad
HSID00128390,"789 Oak St, Los Angeles, CA 90013",PHY05439,oncologist,Cigna,PID5122,bad
HSID00128391,"123 Maple St, San Francisco, CA 94110",PHY05440,cardiologist,Aetna,PID5112,bad
HSID00128392,"7890 Pine St, New York NY 10001",PHY05441,uralogist,Aetna,PID5112,bad
HSID00128393,"789 Elm St, Newtown USA",PHY05442,endocrinologist,Cigna,PID5122,bad
HSID00128394,"9876 Maple Rd, Seattle, WA 98101",PHY05443,oncologist,Cigna,PID5122,bad
HSID00128395,"5678 Oak Ave, Miami, FL 33109",PHY05444,cardiologist,Bluecross,PID5142,bad
HSID00128396,"456 Elm St, Los Angeles, CA 90001",PHY05445,uralogist,Aetna,PID5112,bad
HSID00128397,"1234 Main St, Anytown, USA",PHY05446,oncologist,Aetna,PID5112,bad
HSID00128398,"5678 Oak Ave, New York, NY 10001",PHY05447,endocrinologist,Medicare,PID5132,bad
HSID00128399,"5678 Elm St, Anytown, USA",PHY05448,oncologist,Bluecross,PID5142,bad
HSID00128400,"7890 Pine St, Seattle, WA 98101",PHY05449,oncologist,Cigna,PID5122,bad
HSID00128401,"456 Oak St, Otherville USA",PHY05450,cardiologist,Bluecross,PID5142,bad
HSID00128402,"5678 Oak Ave, New York, NY 10001",PHY05451,endocrinologist,Medicare,PID5132,bad
HSID00128403,"123 Main St, Anytown USA",PHY05452,neurologist,BlueCross,PID5142,bad
HSID00128404,"1234 Elm St, Atlanta, GA 30303",PHY05453,endocrinologist,Bluecross,PID5142,bad
HSID00128405,"7890 Maple St, New York, NY 10005",PHY05454,cardiologist,Aetna,PID5112,bad
HSID00128406,"246 Walnut St, Chicago, IL 60601",PHY05455,cardiologist,Cigna,PID5122,bad
HSID00128407,"5678 Pine St, Fivetown, USA",PHY05456,oncologist,Unitedhealthcare,PID5192,bad
HSID00128408,"1234 Maple St, Los Angeles, CA 90001",PHY05457,neurologist,Medicare,PID5132,bad
HSID00128409,"5678 Pine St, Fivetown, USA",PHY05458,oncologist,Bluecross,PID5142,bad
HSID00128410,"4567 Oak Ave, San Francisco, CA 94110",PHY05459,cardiologist,Cigna,PID5122,bad
HSID00128411,"1234 Maple St, Anytown, USA",PHY05460,endocrinologist,Aetna,PID5112,bad
HSID00128412,"789 Oak St, Chicago, IL 60601",PHY05461,endocrinologist,Aetna,PID5112,bad
HSID00128413,"1234 Maple St, Los Angeles, CA 90001",PHY05462,uralogist,Cigna,PID5122,bad
HSID00128414,"123 Main St, Anytown, USA",PHY05463,cardiologist,Cigna,PID5122,bad
HSID00128415,"7890 Birch St, Houston, TX 77001",PHY05464,oncologist,Medicare,PID5132,bad
HSID00128416,"3456 Oak St, Threetown, USA",PHY05465,cardiologist,Medicare,PID5132,bad
HSID00128417,"123 Oak St, Chicago, IL 60601, USA",PHY05466,neurologist,Bluecross,PID5142,bad
HSID00128418,"123 Main St, Anytown, USA",PHY05467,oncologist,Aetna,PID5112,bad
HSID00128419,"123 Main St, San Francisco, CA 94114",PHY05468,endocrinologist,Cigna,PID5122,bad
HSID00128420,"7890 Maple St, New York, NY 10005",PHY05469,cardiologist,Bluecross,PID5142,bad
HSID00128421,"5678 Maple Ave, Anytown, USA",PHY05470,uralogist,Medicare,PID5132,bad
HSID00128422,"101 Maple Ave, Anytown USA 45678",PHY05471,neurologist,Cigna,PID5122,bad
HSID00128423,"123 Main St, Anytown, USA",PHY05472,neurologist,Cigna,PID5122,bad
HSID00128424,"9012 Pine St, Chicago, IL 60601",PHY05473,cardiologist,Medicare,PID5132,bad
HSID00128425,"1234 Oak St, Chicago IL 60601",PHY05474,oncologist,Bluecross,PID5142,bad
HSID00128426,"456 Oak St, Miami, FL 33101",PHY05475,endocrinologist,Bluecross,PID5142,bad
HSID00128427,"3456 Pine St, Anytown, USA",PHY05476,uralogist,Cigna,PID5122,bad
HSID00128428,"9876 Elm St, Miami, FL",PHY05477,oncologist,Aetna,PID5112,bad
HSID00128429,"7890 Maple St, Fourtown, USA",PHY05478,neurologist,Aetna,PID5112,bad
HSID00128430,"4567 Maple Ave, Los Angeles CA 90001",PHY05479,cardiologist,Cigna,PID5122,bad
HSID00128431,"1234 Maple St, Los Angeles, CA 90001",PHY05480,cardiologist,Unitedhealthcare,PID5192,bad
HSID00128432,"3210 Pine St, Anytown, USA",PHY05481,oncologist,Bluecross,PID5142,bad
HSID00128433,"1357 Main St, New York, NY",PHY05482,uralogist,Aetna,PID5112,bad
HSID00128434,"7890 Maple St, Fourtown, USA",PHY05483,uralogist,Bluecross,PID5142,bad
HSID00128435,"3210 Cedar St, Houston, TX 77006",PHY05484,cardiologist,Unitedhealthcare,PID5192,bad
HSID00128436,"246 Pine St, Seattle, WA 98101",PHY05485,endocrinologist,Medicare,PID5132,bad
HSID00128437,"4567 Oak Ave, Los Angeles, CA 90012",PHY05486,neurologist,Aetna,PID5112,bad
HSID00128438,"3210 Pine St, Boston, MA 02108",PHY05487,neurologist,Cigna,PID5122,bad
HSID00128439,"7890 Pine St, New York, NY 10001",PHY05488,oncologist,Aetna,PID5112,bad
HSID00128440,"4567 Cedar Ln, Anytown, USA",PHY05489,uralogist,Unitedhealthcare,PID5192,bad
HSID00128441,"1234 Oak St, Los Angeles, CA 90001",PHY05490,cardiologist,Cigna,PID5122,bad
HSID00128442,"4567 Oak Ave, Los Angeles, CA 90012",PHY05491,endocrinologist,Cigna,PID5122,bad
HSID00128443,"456 Oak St, Miami, FL 33101",PHY05492,endocrinologist,Aetna,PID5112,bad
HSID00128444,"3456 Oak St, Threetown, USA",PHY05493,endocrinologist,Unitedhealthcare,PID5192,bad
HSID00128445,"222 Pine St, Anytown, USA",PHY05494,neurologist,Cigna,PID5122,bad
HSID00128446,"1234 Oak St, Los Angeles, CA 90001",PHY05495,uralogist,Cigna,PID5122,bad
HSID00128447,"456 Maple St, Los Angeles CA 90001",PHY05496,uralogist,Cigna,PID5122,bad
HSID00128448,"1234 Maple St, Anytown, USA",PHY05497,uralogist,Aetna,PID5112,bad
HSID00128449,"7890 Maple St, Fourtown, USA",PHY05498,neurologist,Cigna,PID5122,bad
HSID00128450,"7890 Pine St, New York, NY 10001",PHY05499,neurologist,Cigna,PID5122,bad
HSID00128451,"7654 Cedar Rd, Denver, CO 80206",PHY05500,neurologist,Aetna,PID5112,bad
HSID00128452,"567 Maple St, Newtown2, USA",PHY05501,neurologist,Medicare,PID5132,bad
HSID00128453,"456 Pine St, New York, NY 10012",PHY05502,endocrinologist,Cigna,PID5122,bad
HSID00128454,"3456 Oak Ave, Los Angeles, CA 90012",PHY05503,uralogist,Bluecross,PID5142,bad
HSID00128455,"135 Elm St, Boston, MA 02115",PHY05504,endocrinologist,Bluecross,PID5142,bad
HSID00128456,"3210 Pine St, Boston, MA 02108",PHY05505,uralogist,Bluecross,PID5142,bad
HSID00128457,"135 Elm St, Boston, MA 02115",PHY05506,oncologist,Aetna,PID5112,bad
HSID00128458,"5678 Elm St, Denver, CO 80202",PHY05507,cardiologist,Aetna,PID5112,bad
HSID00128459,"3456 Oak St, Threetown, USA",PHY05508,neurologist,BlueCross,PID5142,bad
HSID00128460,"7890 Birch St, Houston, TX 77001",PHY05509,endocrinologist,Aetna,PID5112,bad
HSID00128461,"7890 Birch St, Houston, TX 77001",PHY05510,cardiologist,Unitedhealthcare,PID5192,bad
HSID00128462,"123 Main St, Anytown USA",PHY05511,endocrinologist,UnitedHealthcare,PID5192,bad
HSID00128463,"7890 Cedar St, Anytown, USA",PHY05512,endocrinologist,Bluecross,PID5142,bad
HSID00128464,"123 Maple St, San Francisco, CA 94110",PHY05513,cardiologist,Aetna,PID5112,bad
HSID00128465,"7890 Pine St, New York NY 10001",PHY05514,uralogist,Bluecross,PID5142,bad
HSID00128466,"4567 Oak Ave, San Francisco, CA 94110",PHY05515,oncologist,Bluecross,PID5142,bad
HSID00128467,"1234 Main St, Anytown, USA",PHY05516,cardiologist,Bluecross,PID5142,bad
HSID00128468,"123 Main St, San Francisco, CA 94114",PHY05517,neurologist,Cigna,PID5122,bad
HSID00128469,"4567 Oak Ave, San Francisco, CA 94110",PHY05518,neurologist,Aetna,PID5112,bad
HSID00128470,"246 Pine St, Seattle, WA 98101",PHY05519,cardiologist,Aetna,PID5112,bad
HSID00128471,"1012 Pine St, Chicago, IL 60601",PHY05520,cardiologist,Bluecross,PID5142,bad
HSID00128472,"1234 Elm St, Minneapolis, MN 55405",PHY05521,endocrinologist,UnitedHealthcare,PID5192,bad
HSID00128473,"1234 Main St, Anytown, USA",PHY05522,uralogist,Aetna,PID5112,bad
HSID00128474,"789 Elm St, Newtown USA",PHY05523,cardiologist,Medicare,PID5132,bad
HSID00128475,"7890 Birch St, Houston, TX 77001",PHY05524,oncologist,Cigna,PID5122,bad
HSID00128476,"456 Oak St, Anytown USA 23456",PHY05525,oncologist,Bluecross,PID5142,bad
HSID00128477,"789 Oak St, Anytown, USA",PHY05526,cardiologist,UnitedHealthcare,PID5192,bad
HSID00128478,"9876 Maple Rd, Seattle, WA 98101",PHY05527,neurologist,Cigna,PID5122,bad
HSID00128479,"5678 Maple Ave, Anytown, USA",PHY05528,neurologist,Unitedhealthcare,PID5192,bad
HSID00128480,"4567 Oak Ave, Los Angeles, CA 90012",PHY05529,oncologist,Medicare,PID5132,bad
HSID00128481,"123 Main St, Anytown, USA",PHY05530,neurologist,Aetna,PID5112,bad
HSID00128482,"1234 Pine St, Othernewtown, USA",PHY05531,neurologist,Aetna,PID5112,bad
HSID00128483,"789 Oak St, Anytown, USA",PHY05532,neurologist,Cigna,PID5122,bad
HSID00128484,"1234 Elm St, Atlanta, GA 30303",PHY05533,endocrinologist,Cigna,PID5122,bad
HSID00128485,"1357 Main St, New York, NY",PHY05534,uralogist,Medicare,PID5132,bad
HSID00128486,"3456 Elm St, Miami, FL 33101",PHY05535,neurologist,Bluecross,PID5142,bad
HSID00128487,"1234 Elm St, Anytown, USA",PHY05536,oncologist,Medicare,PID5132,bad
HSID00128488,"789 Oak St, Chicago, IL 60601",PHY05537,neurologist,Bluecross,PID5142,bad
HSID00128489,"321 Elm St, San Francisco CA 94109",PHY05538,oncologist,Aetna,PID5112,bad
HSID00128490,"101 Maple Ave, Anytown USA 45678",PHY05539,endocrinologist,Bluecross,PID5142,bad
HSID00128491,"123 Maple St, San Francisco, CA 94110",PHY05540,neurologist,Cigna,PID5122,bad
HSID00128492,"3210 Pine St, Seattle, WA 98101",PHY05541,neurologist,Unitedhealthcare,PID5192,bad
HSID00128493,"5678 Pine St, Fivetown, USA",PHY05542,uralogist,Aetna,PID5112,bad
HSID00128494,"321 Elm St, San Francisco CA 94109",PHY05543,oncologist,Cigna,PID5122,bad
HSID00128495,"1234 Oak Ave, San Diego CA 92109",PHY05544,cardiologist,Cigna,PID5122,bad
HSID00128496,"1012 Pine St, Chicago, IL 60601",PHY05545,uralogist,Medicare,PID5132,bad
HSID00128497,"5678 Oak St, Los Angeles, CA 90001",PHY05546,uralogist,Cigna,PID5122,bad
HSID00128498,"123 Main St, Anytown, USA",PHY05547,oncologist,Medicare,PID5132,bad
HSID00128499,"567 Maple St, Newtown2, USA",PHY05548,cardiologist,Bluecross,PID5142,bad
HSID00128500,"1234 Main St, San Francisco, CA 94114",PHY05549,endocrinologist,Aetna,PID5112,bad
HSID00128501,"9012 Pine St, New York, NY 10001",PHY05550,oncologist,UnitedHealthcare,PID5192,bad
HSID00128502,"5678 Pine St, Fivetown, USA",PHY05551,uralogist,BlueCross BlueShield,PID5142,bad
HSID00128503,"135 Elm St, Boston, MA 02115",PHY05552,neurologist,Medicare,PID5132,bad
HSID00128504,"7890 Maple St, New York, NY 10005",PHY05553,neurologist,Cigna,PID5122,bad
HSID00128505,"123 Oak St, Chicago, IL 60601, USA",PHY05554,neurologist,Aetna,PID5112,bad
HSID00128506,"1234 Oak St, Los Angeles, CA",PHY05555,endocrinologist,Bluecross,PID5142,bad
HSID00128507,"246 Walnut St, Chicago, IL 60601",PHY05556,uralogist,Bluecross,PID5142,bad
HSID00128508,"789 Oak St, Los Angeles, CA 90013",PHY05557,oncologist,Aetna,PID5112,bad
